reparationID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,timeframeCovered,legalBasis,legalInternationalBody,legalBranches,subnational,yearCreated,dateCreated,yearBegin,dateBegin,yearEnd,dateEnd,yearEndAnticipated,statedAims,policyURL,democraticTransitionStarted,fitsPostAutocraticTJ,startedIntraConfl,fitsConflictTJ,ucdpConflictID,reparationConflictDuring,reparationConflictAfter,beneficiariesIdentified,beneficiariesCount,requirementsRegistration,responsibleDepartment,departmentName,departmentStaff,staffCount,funding,harmsMurder,harmsTorture,harmsDetention,harmsDisappearance,harmsChildRecruitment,harmsDisplacement,harmsSexualViolence,sexualViolenceType,harmsOther,genderCrimes,genderWomen,genderMen,lgbtqCrimes,typeInjury,individualReparations,individualReparationsForm,individualReparationsEligible,collectiveReparations,collectiveReparationsForm,collectiveReparationsEligibility,diffAmount,foreclose,outreach,accessibility,rep_paid,individualsRepaired,individualsRepairedEstimate,costEstimate,alteration,alterationName,alterationYear,alterationEffect,tjet_version
90,Rwanda,517,"Law N° 69/2008 Of 30/12/2008 Relating To The Establishment Of The Fund For The Support And Assistance To The Survivors Of The Genocide Against The Tutsi And Other Crimes Against Humanity Committed Between 1st October 1990 And 31st December 1994, And Determining Its Organisation, Competence And Functioning. Repeals the 1998 law that created the Genocide Survivors Assistance Fund (FARG), but continues the same fund with updated operating principles.","Law N° 69/2008 Of 30/12/2008 Relating To The Establishment Of The Fund For The Support And Assistance To The Survivors Of The Genocide Against The Tutsi And Other Crimes Against Humanity Committed Between 1st October 1990 And 31st December 1994, And Determining Its Organisation, Competence And Functioning. Repeals the 1998 law that created the Genocide Survivors Assistance Fund (FARG), but continues the same fund with updated operating principles.","Loi N° 69/2008 du 30/12/2008 relative à la création du Fonds de soutien et d'assistance aux survivants du génocide des Tutsi et d'autres crimes contre l'humanité commis entre le 1er octobre 1990 et le 31 décembre 1994, et déterminant son organisation, sa compétence et son fonctionnement. Abroge la loi de 1998 qui a créé le Fonds d'assistance aux rescapés du génocide (FARG), mais maintient le même fonds avec des principes de fonctionnement actualisés.",10/1/1990-12/31/1994,domestic law,,executive; legislative act,no,2008,2008-12-30,2008,2008-12-30,,,,other (specify below),https://reparations.qub.ac.uk/assets/uploads/Official-Gazette-n%C2%B0-Special-of-15.04.2009-FARG.pdf,0,0,1,1,374,0,1,other,,no,yes,Board of Directors of the Fund,yes,7,state government; domestic donor; foreign donor,1,0,0,0,0,0,1,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,no,policy available in multiple languages,1,"From 1998 to the end of 2020, 229,015 victims have been repaired through housing, educational, and financial support programs funded by FARG. Breakdown: “we have built new houses for 29,015 those who didn’t have them before and renovated 4,050. We have provided financial support to 54,680 for their income generating projects… In education, 107,921 students have been supported to study until the completion of secondary school level, while 33,349 have been supported to study in universities and other higher-learning institutions.” Even more individuals have been repaired through medical assistance. Although the number of individuals is unrecorded, FARG funded 2,618,366 medical visits from 1998-2020. [Note that this is drawn from an April 7, 2021 interview with FARG's Director General, Julienne Uwacu. Separate numbers were not available from before and after the 2008 amendment to the law.]",,"Rwf333 Billion (approx. $323,929,959 USD).",no,,,,2025-12-16
96,Serbia,345,(Serbia and Montenegro) Law on Civilian Invalids of War,Law on Civilian Invalids of War,Loi sur les invalides civils de guerre,Unspecified in the law,domestic law,,legislative act,no,1996,,1997,1997-01-01,,,,no stated goals,https://reparations.qub.ac.uk/assets/uploads/1996-Serbia-Law-of-Civilian-Invalids.pdf,0,0,1,1,389,0,1,other,,yes,no,,,,state government,1,0,0,1,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,no,don't know,no,,0,unknown,,unknown,no,,,,2025-12-16
86,Sierra Leone,451,Sierra Leone Truth and Reconciliation Commission,Sierra Leone Truth and Reconciliation Commission,Commission vérité et réconciliation de la Sierra Leone,23 March 1991 – 1 March 2002,domestic law; peace agreement; truth commission,,legislative act,no,2004,2004-10-05,2008,2008-08-01,2012,,,non-recurrence / non-repetition; reconciliation,https://reparations.qub.ac.uk/assets/uploads/Volume2Chapter4-2.pdf,1,1,1,1,382,0,1,application process,29733,yes,yes,"National Commission for Social Action (NaCSA), a semi-autonomous government agency",yes,,foreign donor,0,1,0,1,1,0,1,rape; sexual slavery,1,yes,yes,yes,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])",geographic-based group (group of individuals with the same relation to a location),yes,don't know,yes,confidentiality provisions for sensitive topics like sexual and gender-based violence; policy available in multiple languages; offices located around the country,1,"20,107",20107,"Approx. $4.1 million USD (from two UN Peacebuilding Fund grants, 2008-9 and 2011-12).",no,,,,2025-12-16
97,Slovakia,317,Law providing for compensation of Communist-era political prisoners,Law providing for compensation of Communist-era political prisoners,Loi prévoyant l'indemnisation des prisonniers politiques de l'ère communiste,Communist regime (1948-1989),domestic law,,legislative act,no,2002,,,,2004,,,,policy unavailable,1,1,0,0,,0,0,,7050,don't know,don't know,,,,state government,0,0,1,0,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,yes,don't know,don't know,,0,unknown,,Government provided $7 million USD (86 million SKK),don't know,,,,2025-12-16
107,Solomon Islands,940,Reparations scheme referred to in the Townsville Peace Agreement of 2000,Reparations scheme referred to in the Townsville Peace Agreement of 2000,Régime de réparations visé dans l'accord de paix de Townsville de 2000,,domestic law; peace agreement,,,no,2001,,,,,,,,"No written policy existed. Reparations were provided for in the Townsville Peace Agreement (TPA, signed October 15, 2000). However, when claimants later pursued compensation in the Solomon Islands High Court, the Court held that the TPA “was not a treaty or convention and there was no accompanying domestic legislation to enforce its provisions” (TRC report 296).",1,0,1,1,,0,1,application process,,no,yes,"Ministry of National Unity, Reconciliation and Peace",don't know,,foreign donor,0,0,0,0,0,0,0,,1,no,,,no,,,,,,,,,,,,0,,,"SBD$371,119,008",,,,,2025-12-16
87,South Africa,560,"South Africa Truth and Reconciliation Commission Final Report, Vol 5, Chapter 5: Reparation and Rehabilitation Policy","South Africa Truth and Reconciliation Commission Final Report, Vol 5, Chapter 5: Reparation and Rehabilitation Policy","Rapport final de la commission sud-africaine pour la vérité et la réconciliation, vol. 5, chapitre 5 : Politique de réparation et de réhabilitation",1960-1994,domestic law; truth commission,,executive; legislative act,no,1998,1998-10-28,2003,2003-11-12,2018,,,prevention of human rights violations; non-recurrence / non-repetition; restitution; compensation; rehabilitation,"Promotion of National Unity and Reconciliation Act 34 of 1995 (establishing the TRC): https://reparations.qub.ac.uk/assets/uploads/South-Africa-Promotion-of-National-Unity-and-Reconciliation-Act-1995.pdf Truth and Reconciliation Commission of South Africa Report, Vol 5: https://reparations.qub.ac.uk/assets/uploads/South-Africa-TRC-Final-Report-Volume-5.pdf Promotion of National Unity and Reconciliation Act Regulations (2003): https://reparations.qub.ac.uk/assets/uploads/20031112-gg25695_nn1660.pdf",1,1,1,1,345,0,1,list of victims in the truth commission or recognized truth process,22000,no,yes,"The President’s Fund, established in 2003 under the 1995 National Unity and Reconciliation Act",yes,,state government; domestic donor; foreign donor,1,1,0,1,0,1,1,other; rape,1,yes,yes,no,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])","violation-based community (group of individuals who suffered the same form of human rights violation); social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity); geographic-based group (group of individuals with the same relation to a location)",no,no,no,,1,"18,000",18000,$72 million USD,yes,,2003,expanded reparations policy,2025-12-16
108,South Korea,732,Act for Compensation for the Victims in the Democratization Movement in Kwangju (Law No. 4266 of 1990),Act for Compensation for the Victims in the Democratization Movement in Kwangju (Law No. 4266 of 1990),Loi sur l'indemnisation des victimes du mouvement de démocratisation à Kwangju (loi n° 4266 de 1990),Protests that occurred against the military coup in May 1980,domestic law,,legislative act,no,1990,1990-08-04,,,,,,no stated goals,,1,1,0,0,,0,0,application process,,don't know,don't know,,,,state government,1,0,0,1,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,don't know,don't know,no,,1,"2,224 victims (including injured and relatives of the missing and dead)",2224,142.8 billion Won,yes,,1993,expanded reparations policy,2025-12-16
109,South Korea,732,"Act on the Honor Restoration and Compensation to Persons Related to Democratization Movements (originally Act 6123 of January 12, 2000)","Act on the Honor Restoration and Compensation to Persons Related to Democratization Movements (originally Act 6123 of January 12, 2000)",Loi sur le rétablissement de l'honneur et l'indemnisation des personnes liées aux mouvements de démocratisation (initialement loi 6123 du 12 janvier 2000),"March 24, 1964-present",domestic law,,legislative act,no,2000,2000-01-12,,,,,,restitution; compensation; other (specify below),https://elaw.klri.re.kr/eng_mobile/viewer.do?hseq=34955&type=part&key=8,1,1,0,0,,0,0,application process,,yes,yes,Commission for Democratization Movement Activists’ Honor Restoration and Compensation,yes,9,state government; domestic donor,1,0,1,1,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)",experience-based community (group of individuals who share a historical experience),yes,no,no,,1,"As of December 28, 2006, 543 “democratization movement involvers” have been compensated.",543,"As of December 28, 2006, USD $28,700,000 had been awarded in compensation.",don't know,,,,2025-12-16
110,South Korea,732,"Act On The Honorable Treatment Of Persons Of Distinguished Service To The May 18 Democratization Movement (originally Act 6650 of January 26, 2002)","Act On The Honorable Treatment Of Persons Of Distinguished Service To The May 18 Democratization Movement (originally Act 6650 of January 26, 2002)",Loi sur le traitement honorable des personnes ayant rendu des services éminents au mouvement de démocratisation du 18 mai (initialement la loi 6650 du 26 janvier 2002),"The Act covers victims who were killed and injured by the South Korean military during what the Act refers to as “the May 18 Democratization Movement”, and the victims' families. These protests occurred from May 18-May 27, 1980.",domestic law,,legislative act,no,2002,2002-01-26,2002,,,,,other (specify below),https://elaw.klri.re.kr/eng_mobile/viewer.do?hseq=56034&type=part&key=15,1,1,0,0,,0,0,application process,,no,yes,Minister of Patriots and Veterans Affairs; Compensation Deliberation Committee to Persons Associated with the May 18 Democratization Movement,don't know,,state government,1,0,0,1,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)",experience-based community (group of individuals who share a historical experience),yes,don't know,no,,0,,,,yes,,don't know,,2025-12-16
111,South Korea,732,Act for Restoring the Honor and Compensation for Victims of the Samcheong Training Camp (Law No. 7121),Act for Restoring the Honor and Compensation for Victims of the Samcheong Training Camp (Law No. 7121),Loi sur le rétablissement de l'honneur et l'indemnisation des victimes du camp d'entraînement de Samcheong (loi n° 7121),August 1980-January 1981,domestic law,,legislative act,no,2004,2004-01-29,,,,,,,,1,1,0,0,,0,0,application process,4644,don't know,don't know,,,,don't know,1,1,1,0,0,0,0,,0,don't know,,,don't know,,yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,don't know,don't know,don't know,,0,Unknown.,,,don't know,,,,2025-12-16
146,Spain,230,"Ley 46/1977, Ley 18/1984, and Ley 4/1990 providing compensation for people who were imprisoned for political and non-political reasons under the Franco regime","Law 46/1977, Law 18/1984, and Law 4/1990 providing compensation for people who were imprisoned for political and non-political reasons under the Franco regime","Loi 46/1977, loi 18/1984 et loi 4/1990 prévoyant l'indemnisation des personnes emprisonnées pour des raisons politiques et non politiques sous le régime franquiste.","January 1, 1968 to October 6, 1977",domestic law,,legislative act,no,1977,1977-10-15,1979,,2006,,,compensation,,1,1,0,0,,0,0,application process,60427,don't know,yes,Comisión Interministerial,don't know,,state government,0,0,1,0,0,0,0,,0,no,,,no,,yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,,no,,1,60427,60427,"397 million euros for imprisonment, 2.8 million euros for democracy fighters, 624,000 euros for LGBTQ+ people",yes,,1984,expanded reparations policy,2025-12-16
70,Spain,230,"Law 52/2007, the Historical Memory Law, which recognizes and extends rights and establishes measures in favour of those who suffered persecution or violence during the civil war and the dictatorship","Law 52/2007, of 26 December, which recognizes and extends rights and establishes measures in favour of those who suffered persecution or violence during the civil war and the dictatorship","la loi 52/2007, du 26 décembre, qui reconnaît et étend les droits et établit des mesures en faveur des personnes ayant subi des persécutions ou des violences pendant la guerre civile et la dictature","January 1, 1968 to October 6, 1977",domestic law,,legislative act,no,2007,2007-10-31,2007,2007-12-26,2023,,,non-recurrence / non-repetition; reconciliation; recognition; accountability; restitution; compensation,https://reparations.qub.ac.uk/assets/uploads/Ley-52-2007-Spain-EN.pdf,1,1,1,0,,0,1,application process,190,yes,yes,Ministerio de Presidencia y Memoria Democrática,yes,35,state government,1,1,1,1,0,0,0,,0,no,,,yes,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations)",yes,"restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred"")",relatives of victims; victims,no,,,yes,no,,,1,unknown,,,yes,,2009,expanded reparations policy,2025-12-16
117,Sri Lanka,780,"Rehabilitation of Persons, Properties, and Industries Authority Act, No. 29 of 1987","Rehabilitation of Persons, Properties, and Industries Authority Act, No. 29","Loi n° 29 sur l'autorité chargée de la réhabilitation des personnes, des biens et des industries",unspecified,domestic law,,legislative act,no,1987,1987-06-02,,,,,,rehabilitation,https://reparations.qub.ac.uk/assets/uploads/REPPIA-Sri-Lanka.pdf,0,0,1,1,352,1,0,,,,yes,"The Rehabilitation of Persons, Properties, and Industry Authority (REPPIA)",yes,5,state government; domestic donor; foreign donor,0,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",victims,no,,,don't know,don't know,no,,0,unknown,,unknown,don't know,,,,2025-12-16
114,Sri Lanka,780,"Reparations Policies & Guidelines 2021 Formulated by the Office for Reparations in compliance with Section 2(a) read with Section 11(1)(g) of the Office for Reparations Act, No. 34 of 2018 and approved by the Cabinet of Ministers.","Reparations Policies & Guidelines 2021 Formulated by the Office for Reparations in compliance with Section 2(a) read with Section 11(1)(g) of the Office for Reparations Act, No. 34 of 2018 and approved by the Cabinet of Ministers.","Politiques et lignes directrices en matière de réparations 2021 Formulées par le Bureau des réparations conformément à l'article 2(a) et à l'article 11(1)(g) de la loi sur le Bureau des réparations, n° 34 de 2018, et approuvées par le Cabinet des ministres.","No specified years. Section 27 of the Office for Reparations Act says an aggrieved person means “persons who have suffered damage as a result of loss of life or damage to their person or property…in the course of, consequent to, or in connection with the conflict which took place in the Northern and Eastern Provinces or its aftermath.” The conflict occurred from 1983-2009.",domestic law,,legislative act,no,2018,2018-06-22,,,,,,reconciliation,https://www.reparations.gov.lk/web/images/2021/act/act_en.pdf https://www.reparations.gov.lk/web/images/finalizedpolicies/Finalized_Policy_and_Guidelines_on_Reparations_-_2021.pdf,1,0,1,1,352,0,1,application process,15212,yes,yes,The Office for Reparations,yes,5,state government; domestic donor; foreign donor,0,1,1,1,1,1,1,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])",,yes,don't know,yes,policy available in multiple languages; offices located around the country,1,"As of January 1, 2021, 15,212 applications for monetary compensation had either been processed or were awaiting review (12,262 claims applications pending and 2,950 claims applications approved for payment and awaiting settlement).",2950,"900 million Sri Lankan Rupees (2,500,710 USD).",no,,,,2025-12-16
128,Sweden,380,Act (1999:332) on compensation for sterilized persons in certain cases (Lag (1999:332) om ersättning till steriliserade i vissa fall),Act (1999:332) on compensation for sterilized persons in certain cases,Loi (1999:332) sur l'indemnisation des personnes stérilisées dans certains cas,1936-1976,domestic law,,legislative act,no,1999,1999-03-05,1999,1999-05-27,2002,2002-12-31,,compensation,https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/lag-1999332-om-ersattning-till-steriliserade-i_sfs-1999-332,0,0,0,0,,0,0,application process,,no,yes,unnamed committee appointed by the government,yes,,state government,0,0,0,0,0,0,1,forced sterilization,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,no,,,no,no,no,,1,1600,1600,280 million kroner,no,,,,2025-12-16
127,Sweden,380,Swedish Act (2018: 162) on State Compensation in Certain Cases to Persons Who Have Had Their Changed Gender Verified,Swedish Act (2018: 162) on State Compensation in Certain Cases to Persons Who Have Had Their Changed Gender Verified,"Loi suédoise (2018 : 162) sur l'indemnisation par l'État, dans certains cas, des personnes dont le changement de sexe a été vérifié.","July 1, 1972 – June 30, 2013",domestic law,,legislative act,no,2017,2017-03-27,2018,2018-05-01,2020,2020-05-01,,compensation,http://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/lag-2018162-om-statlig-ersattning-till_sfs-2018-162,0,0,0,0,,0,0,application process,800,no,yes,Chamber of Commerce of Sweden,yes,,state government,0,0,0,0,0,0,1,forced sterilization,0,no,,,yes,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,no,,,no,no,no,confidentiality provisions for sensitive topics like sexual and gender-based violence,0,unknown,,unknown,no,,,,2025-12-16
134,Taiwan,713,Act Governing the Recovery of Damage of Individual Rights during the Period of Martial Law,Act Governing the Recovery of Damage of Individual Rights during the Period of Martial Law,Loi régissant la réparation des dommages causés aux droits individuels pendant la période de la loi martiale,"May 20, 1949, and July 14, 1987 in Taiwan; December 10, 1949, and November 6, 1992 in Kinmen, Matsu, Dongsha(Pratas Island) and Nansha (Spratly Islands) districts",domestic law,,legislative act,no,1995,1995-01-28,1995,1995-01-28,2000,2000-01-28,,other (specify below),https://law.moj.gov.tw/ENG/LawClass/LawAll.aspx?pcode=A0000007,1,1,0,0,,0,0,application process,,don't know,don't know,,,,state government,0,0,1,0,0,0,0,,1,no,,,no,"economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred"")",victims,no,,,yes,don't know,no,,0,unknown,,unknown,yes,Amendment to the original law,2/2/2000,expanded reparations policy,2025-12-16
132,Taiwan,713,Compensation Act for Wrongful Trials on Charges of Sedition and Espionage during the Martial Law Period,Compensation Act for Wrongful Trials on Charges of Sedition and Espionage during the Martial Law Period,Loi d'indemnisation pour les procès injustifiés pour sédition et espionnage pendant la période de la loi martiale,"May 20, 1949 to July 14, 1987 for the main island of Taiwan; December 10, 1948 to November 6, 1992 for Kinmen, Matsu, Dongsha and Nansha",domestic law,,legislative act,no,1998,1998-06-17,1998,1998-12-17,2010,2010-12-17,,compensation,https://law.moj.gov.tw/ENG/LawClass/LawAll.aspx?pcode=F0120018,1,1,0,0,,0,0,application process,10062,,yes,Compensation Foundation for Wrongful Trials on Charges of Sedition,yes,,state government; domestic donor,1,0,1,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)",violation-based community (group of individuals who suffered the same form of human rights violation),don't know,don't know,no,,0,unknown,,19.6 billion NTD (New Taiwan Dollars),yes,presidential order Nr.8900304170 (article 15-1 added); presidential order Nr.0910024870 (article 15-2 added),12/15/2000; 12/13/2002,expanded reparations policy,2025-12-16
112,Thailand,800,"Compensation fund for ""red shirts"" and other victims of political violence","Compensation fund for ""red shirts"" and other victims of political violence","Fonds d'indemnisation pour les ""chemises rouges"" et les autres victimes de la violence politique",2005-2010,domestic law; truth commission,,executive,no,2012,2012-01-11,,,,,,compensation,policy unavailable,1,1,1,0,,0,0,application process; list of victims in the truth commission or recognized truth process,6150,don't know,yes,Rights and Liberty Protection Department of the Justice Ministry,don't know,,state government,1,0,1,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,yes,don't know,don't know,,1,"As of June 2013, 2,300 claims had been compensated.",2300,~2 billion baht ($63m USD),yes,,2012,expanded reparations policy,2025-12-16
113,Thailand,800,Compensation for state violence in Thailand's southern provinces,Compensation for state violence in Thailand's southern provinces,Compensation de la violence d'État dans les provinces méridionales de la Thaïlande,2004,domestic law,,executive,no,2012,2012-04-24,,,,,,compensation,Policy unavailable,1,0,1,1,423,1,0,application process,,don't know,yes,Southern Border Provinces Administration Center,don't know,,state government,1,0,0,1,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,yes,don't know,,1,"As of August 2013, 12,000 people had been compensated.",12000,~2.08 billion baht ($68 million USD),no,,,,2025-12-16
149,Timor-Leste,860,Urgent Reparations Scheme under the CAVR,Urgent Reparations Scheme under the CAVR,Programme de réparations urgentes dans le cadre de la CAVR,1974-1999,International process; truth commission,,,,2003,,2003,,2005,,,compensation,,0,0,1,1,330,0,1,list of victims in the truth commission or recognized truth process,712,don't know,don't know,,,,foreign donor,0,1,0,0,0,0,1,,0,yes,yes,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,no,don't know,,1,712,712,"USD$142,200",no,,,,2025-12-16
119,Tunisia,616,"Décret-loi n° 2011-97 du 24 octobre 2011, portant indemnisation des martyrs et blessés de la révolution du 14 janvier 2011 (decree law No. 97 on reparation for the families of the “martyrs” and wounded persons of the revolution)",Decree law No. 97 on reparation for the families of the “martyrs” and wounded persons of the revolution,"Décret-loi n° 97 sur la réparation pour les familles des ""martyrs"" et des blessés de la révolution","December 17, 2010 to February 19, 2011",domestic law,,legislative act,no,2011,2011-10-24,,,,,,compensation,https://legislation-securite.tn/fr/law/43780,1,1,1,0,,0,0,list of victims in the truth commission or recognized truth process,,,yes,Commission for the Martyrs and Injured of the Revolution,yes,14,state government,1,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)",experience-based community (group of individuals who share a historical experience),no,don't know,no,,0,unknown,,unknown,no,,,,2025-12-16
118,Tunisia,616,Organic Law on Establishing and Organizing Transitional Justice; Tunisia Truth and Dignity Commission’s Comprehensive Reparation Program,Organic Law on Establishing and Organizing Transitional Justice; Tunisia Truth and Dignity Commission’s Comprehensive Reparation Program,Loi organique relative à l'instauration et à l'organisation de la justice transitionnelle ; Programme de réparation globale de l'Instance Vérité et Dignité de la Tunisie.,"July 1, 1955 to December 24, 2013.",domestic law; truth commission,,legislative act,no,2019,,,,,,,non-recurrence / non-repetition; reconciliation; compensation,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://reparations.qub.ac.uk/assets/uploads/TDC_executive_summary_report.pdf,1,1,1,0,,0,0,,,,yes,"Reparation and Rehabilitation Committee, part of the Truth and Dignity Commission",yes,,state government,1,1,1,1,0,0,1,other; rape,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)",geographic-based group (group of individuals with the same relation to a location),yes,don't know,no,policy available in multiple languages,0,"Unknown. On July 25, 2021, President Kais Saied seized power in Tunisia, suspended the Parliament, and began to govern by decree. He dismissed the head of the Dignity and Rehabilitation Fund for the Victims of Totalitarianism, which was tasked with delivering reparations to victims.",,unknown,no,,,,2025-12-16
78,Turkey,640,The Law On The Compensation Of Damages That Occurred Due To Terror And The Fight Against Terror Law No: 5233,The Law On The Compensation Of Damages That Occured Due To Terror And The Fight Against Teror Law No: 5233,Loi sur l'indemnisation des dommages causés par la terreur et la lutte contre la terreur Loi n° 5233,7/19/1987-7/17/2004,domestic law,,legislative act,no,2004,2004-07-17,2004,2004-07-27,2008,2008-05-31,,compensation,https://reparations.qub.ac.uk/assets/uploads/Turkey%E2%80%99s-Compensation-Law-5233.pdf,1,0,1,1,354,1,0,application process,300000,no,yes,Damage Assessment Commissions (one for each of the 81 provinces in Turkey),yes,7,state government,1,0,1,1,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,yes,no,offices located around the country,1,"133,000",133000,1 billion Euros,no,,,,2025-12-16
