truthcommissionID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,tcType,legalBasis,branchCreated,domesticInitiatePerson,internationalBody,yearPassed,dayMonthPassed,tclawOnline,status,yearBeginOperation,democraticTransitionBeforeTC,fitsPostAutocraticTJ,intraConflictBeforeTC,fitsConflictTJ,ucdpConflictID,ucdpDyadID,beganOperatingDuringIntraConfl,beganOperatingAfterIntraConfl,tcAims,subnationalAuthorization,subnationalOperation,consultedVictims,consultedGroups,mandateTimePeriodCovered,timePeriod,idiosyncratic,disappearance,death,torture,SGBV,forcedDisplacement,corruption,crimeSpecificGroups,crimesOther,victimCount,formallyIndependent,commissioners,commissionerCount,commissionersHowChosen,commissionersVictimGroups,staff,staffMemberCount,primaryFunding,estimatedCost,investigateStateMembers,compelTestimony,penalizeIndividuals,namePerpetrators,accessOfficialDocuments,supportProsecutions,allocateReparations,recommendInstitutionalReforms,grantAmnesty,testimonies,casesTestimoniesCount,testimoniesAvailablePublic,heldPublicHearings,encourageVictimTestimony,encourageVictimTestimonyHow,perpetratorTestimony,perpetratorPubliclyNamedTestimony,perpetratorsWho,perpetratorReceived,yearCompleteOperation,finalReportIssued,reportPublisher,reportPubliclyAvailable,pdf_file,reportEstablishResponsibility,perpetratorNamesPublished,reportHighlightVictimGroups,finalReportRecommendations,recommendProsecutions,recommendProsecutionsWho,recommendReparations,reparationsType,reportRecommendInstitutionalReform,SecuritySectorReforms,SSRType,vetting,vettingType,legalReform,legalType,judicialReforms,judicialReformsType,humanRightsReforms,humanRightsReformType,corruptionReforms,corruptionReformsType,genderReform,genderReformType,finalRecommendations,mandatePeriodicMonitoringImplementation,tjet_version
217,Sri Lanka,780,Commission of Inquiry into the establishment and maintenance of Places of Unlawful Detention and Torture chambers at the Batalanda Housing Scheme,Commission of Inquiry into the establishment and maintenance of Places of Unlawful Detention and Torture chambers at the Batalanda Housing Scheme,Commission d'enquête sur l'établissement et le maintien de lieux de détention illégale et de chambres de torture dans la cité de Batalanda,domestic,domestic law,executive,President Chandrika Kumaratunga,,1995,1995-12-15,,completed,1995,0,0,1,0,,,1,0,addressing corruption; prevention of human rights violations; responsibility; recognition of victims; coexistence; non-recurrence,,,0,,Yes,1987-1990,0,1,1,1,0,0,1,0,1,,don't know,Yes,3,Chosen by the President,,,,state government,,1,1,0,1,0,0,1,1,0,,,,,Yes,conducted outreach,Unknown,,,,2000,Yes,The government,Yes,1,Yes,Yes,,Yes,1,,0,,0,1,,0,,1,pass constitutional amendments,0,,0,,0,,0,,,Unknown,2025-12-16
220,Sri Lanka,780,Commission of Inquiry into Involuntary Removal and Disappearance of Certain Persons (All Island),All-Island Commission of Inquiry into the Involuntary Removal or Disappearance of Persons,Commission d'enquête de toutes les îles sur l'éloignement ou la disparition involontaire de personnes,domestic,domestic law,executive,President Chandrika Kumaratunga,,1998,1998-04-30,<http://www.disappearances.org/mainfile.php/frep_sl_ai/> (but it is not accessible),completed,1998,0,0,1,1,352; 313,776; 777; 674,1,0,prevention of human rights violations; responsibility; historical truth; accountability; non-recurrence,,,0,,Yes,1983-1998,0,1,0,0,0,0,0,0,0,16742,don't know,Yes,,,,,,,,0,0,0,0,0,1,0,0,0,Unknown,,,Unknown,Unknown,,Unknown,,,,2000,Yes,The Commission itself,No,0,,,,Unknown,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,,2025-12-16
221,Sri Lanka,780,Presidential Truth Commission on Ethnic Violence,Presidential Truth Commission on Ethnic Violence,Commission présidentielle pour la vérité sur les violences ethniques,domestic,domestic law,executive,President Chandrika Bandaranaike,,2001,2001-07-23,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/SriLanka-Charter/SriLanka-CommissionEthnicViolence.pdf>,completed,2001,0,0,1,1,352,777; 776,1,0,prevention of human rights violations; responsibility; historical truth; accountability; reparation; truth for victims,,,0,,Yes,1987-1991,0,1,1,1,1,0,1,0,0,,don't know,,,,,,,,,0,0,0,0,0,0,1,1,0,Unknown,,,Unknown,Unknown,,,,,,2002,Yes,The Commission did,No,1,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,,2025-12-16
216,Sri Lanka,780,Mahanama Tilakaratne Commission,Mahanama Tilakaratne Commission,Commission Mahanama Tilakaratne,domestic,domestic law,executive,Mahinda Rajapaksa,,2006,2006-09-01,,completed,2006,0,0,1,0,,,0,0,responsibility; historical truth; accountability; recognition of victims; truth for victims,don't know,don't know,0,,Yes,"""recent past""",0,1,0,0,0,0,0,0,0,,don't know,Unknown,,,,Unknown,,,,1,0,0,0,0,0,0,0,0,Yes,,No,No,,,,,,,2007,Yes,The government,No,0,,,,Unknown,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,,2025-12-16
215,Sri Lanka,780,Commission to Investigate and Inquire into Serious Violations of Human Rights (Udalagama Commission),Commission to Inquire to investigate and inquire into serious violations of Human rights (Udalagama Commission),Commission d'enquête sur les violations graves des droits de la personne (Commission Udalagama),domestic,domestic law,executive,Mahinda Rajapaksa,,2006,,,completed,2007,0,0,1,1,352,776; 777,1,0,prevention of human rights violations; responsibility; accountability; recognition of victims; truth for victims,,,0,,Yes,2005-present,0,0,1,0,0,0,0,0,0,304,not independent,Yes,8,,,,,,,1,0,1,0,0,0,0,0,0,,,,,Yes,conducted outreach,,,,,2009,Yes,The Commission,No,0,,,,Unknown,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,Unknown,2025-12-16
185,Sri Lanka,780,Lessons Learnt and Reconciliation Commission (LLRC),Lessons Learnt and Reconciliation Commission,Commission des leçons apprises et de la réconciliation,domestic,domestic law,executive,President Mahinda Rajapaska,,2010,2010-06-16,[https://web.archive.org/web/20111004025059/http://www.documents.gov.lk/Extgzt/2010/PDF/Jun/1658\_19/1658\_19%20%28E%29.pdf](https://web.archive.org/web/20111004025059/http:/www.documents.gov.lk/Extgzt/2010/PDF/Jun/1658_19/1658_19%20%28E%29.pdf),completed,2010,0,0,1,1,352,776,0,1,prevention of human rights violations; reconciliation; responsibility; historical truth; restitution; institutional reform; coexistence; non-recurrence,no,yes,0,,Yes,"February 21, 2002 and May 19, 2009",0,1,1,1,1,1,0,1,1,,not independent,Yes,9,"Named in the Proclamation, i.e. appointed by President Rajapaksa",No,Yes,,don't know,,1,0,0,0,1,0,0,1,0,Yes,6000,Yes,Yes,Yes,conducted outreach,Yes,No,former state agents; current opposition; former opposition; current state agents,No,2011,Yes,"The LLRC published its own final report, tabled in Parliament on December 16, 2011.",Yes,1,Yes,No,Yes,Yes,0,,1,collective; individual,1,1,general recommendation; democratic accountability / civilian control; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,change to criminal code; other,1,general recommendation,1,establish independent human rights bodies; changes to legal identity; protect rights defenders / freedom of expression; address minority rights violations,0,,0,,national day trilingual peace education special programs for women whose education was interrupted by the death or disappearance of the family’s breadwinner; ethnic affirmative action the implementation of past COIs; conduct a household survey of all affected families to ascertain the scale and circumstances of civilian casualties and damages; database with a list of detainees for public access; programs for LTTE combatant reintegration into civilian life; the rehabilitation of child combatants; increased employment opportunities for former child combatants; legal ownership of land of resettled IDPs; resettlement of Sri Lankan refugees in India; promotion of the multiethnic arts; multilingual national anthem,No,2025-12-16
224,Taiwan,713,Transitional Justice Commission,Transitional Justice Commission,Commission de justice transitionnelle,domestic,domestic law,legislative act,"Act on Promoting Transitional Justice passed by the Legislative Yuan on December 5, 2017",,2017,2017-12-05,https://reparations.qub.ac.uk/assets/uploads/Act-on-Promoting-Transitional-Justice.pdf,completed,2018,1,1,0,0,,,0,0,reconciliation; historical truth,no,no,0,,Yes,15 August 1945 to 6 November 1992,0,0,0,0,0,0,0,0,1,,fully independent,Yes,9,nominated by the Head of the Executive Yuan (Premier) and appointed with the consent of the Legislative Yuan,Don't know,Yes,,state government,,0,0,0,0,1,0,0,0,0,No,,,No,No,,No,,,,2022,Yes,Transitional Justice Commission,Yes,1,Unknown,Unknown,Don't Know,Yes,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,discontinue the honor guard at Chiang Kai-shek Memorial Hall because it is a symbol of the authoritarian era; remove statues of Chiang Kai-shek and rename roads named after him; exonerate people wrongly convicted of crimes during the White Terror,Yes,2025-12-16
189,Thailand,800,คณะกรรมการตรวจสอบและค้นหาความจริงเพื่อการปรองดอง (Truth for Reconciliation Commission of Thailand),Truth for Reconciliation Commission of Thailand,Commission vérité et réconciliation de Thaïlande,domestic,domestic law,executive,Prime Minister Abhisit Vejjajiva,,2010,2010-06-08,excerpts included in the final report at <http://library.nhrc.or.th/ulib/document/Fulltext/F07939.pdf>,completed,2010,1,1,1,0,,,0,0,prevention of human rights violations; reconciliation; dialogue; historical truth; reparation; recognition of victims; truth for victims,no,no,0,,Yes,April and May 2010,0,1,1,1,1,1,0,1,1,1766,partially independent,Yes,9,"Chairman Kanit Nanakorn was appointed by the Prime Minister in consultation with the cabinet in Regulation B.E. 2553. Chair Nanakorn then appointed the remaining 8 commissioners “among people that had proven expertise and experience in truth-seeking, restoration, conflict reduction, or prevention of violence and loss.”",No,Yes,193,state government,2121015,1,0,0,0,0,0,0,1,0,Yes,1643,No,Yes,No,,Yes,No,former state agents; current state agents,No,2012,Yes,"The report was edited by the TRCT itself and published as a book by PS PRINTING AND DESIGN CO., LTD in Bangkok.",Yes,1,No,No,No,Yes,1,Those who committed criminal offenses during the protests,1,collective; individual,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,general recommendation; change to criminal code; limit amnesties; comply with human rights law; pass constitutional amendments; other,1,general recommendation; more legal aid; more legal training,1,protect rights defenders / freedom of expression,0,,0,,teach democratic principles and means of conflict resolution and dispute settlement through democratic channels; support diversity of opinion in education,No,2025-12-16
190,Timor-Leste,860,"Comissao de Acolhimento, Verdade e Reconciliacao de Timor-Leste (Commission for Reception, Truth, and Reconciliation)","Commission for Reception, Truth, and Reconciliation","Commission pour l'accueil, la vérité et la réconciliation",domestic,international law,,,UN Transitional Administration in East Timor,2001,2001-07-13,<https://peacekeeping.un.org/mission/past/etimor/untaetR/Reg10e.pdf>,completed,2002,0,0,1,1,330,720,0,1,prevention of human rights violations; reconciliation; responsibility; historical truth; accountability; recognition of victims; institutional reform; coexistence; non-recurrence; truth for victims,no,yes,1,ethnic minorities; women / feminist groups,Yes,25 April 1974 and 25 October 1999,0,1,1,1,1,1,0,1,1,183000,fully independent,Yes,7,"According to Regulation 2001/10, the commissioners were mandated to be of “high moral character, impartiality, and integrity.” They “[can]not have a high political profile, and [must] have a demonstrated commitment to human rights principles.” They were appointed by the Transitional Administrator on the advice of the Selection Panel, which was appointed by all relevant interest groups, including political actors, civil society organizations, victims’ groups, and national leaders. In accordance with the process delineated in Regulation 2001/10, the Panel called for nominations from the people of East Timor, consulted, and made recommendations",Yes,Yes,506,state government; foreign donor,,1,1,1,0,1,0,0,1,0,Yes,8775,Yes,Yes,Yes,conducted outreach; offered witness protection,Yes,Yes,former state agents; foreign actors,Yes,2005,Yes,"CAVR’s 2,800-page final report, entitled Chega!, which means ‘enough’ or ‘no more’, was presented to the President, Parliament, and Government of Timor-Leste upon its completion in October 2005. CAVR also published other works, including 7 volumes of public hearings (according to theme), 3 additional volumes that focuses on one perspective or event, and one video/radio documentary.",Yes,1,Yes,Yes,Yes,Yes,1,Those who committed serious crimes by the Serious Crimes Unit and potentially by a UNSC-established international tribunal,1,collective; individual,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,general recommendation; change to criminal code; limit amnesties; comply with human rights law; other,1,general recommendation; more legal aid,1,general recommendation; establish independent human rights bodies; ratify human rights treaties; protect rights defenders / freedom of expression; address minority rights violations,1,limited anti-corruption efforts,1,address gender discrimination; other; address sexual violence,"Regular sites of detention be converted into memorial museums. significant sites of killing be memorialized in the names of the victims; an annual day of remembrance for the famine. families be assisted in locating and reburying the remains of their loved ones and, where resources permit, exhumations be conducted by the state; a public register of victims, notably the disappeared comprehensive civic education program for all interested citizens, not just students; cooperation between government and church education to bring education goals and principles into alignment; illiteracy eradication programs; an ongoing program to educate the people about Parliament’s role, powers, and mandate dissemination at all levels; the Vatican, China, Japan, Britain, France, and Russia release the documents about the events that they possess; Australia release the documents about the 1999 events that were removed for safekeeping; that the states that had military cooperation with Indonesia during the period 1975-99 apologize to the Timorese people; that business corporations that profited from the sale of weapons apologize to the Timorese; that UN member states refuse visas to military officials named in the report; that the Timorese government honor the contribution of national and international civil society to the promotion of human rights; that the Portuguese government assist the government of Timor-Leste in providing reparations to victims, provides relevant archival material, returns cultural property of the Timorese people, help to mediate the Indonesia-Timor Leste relationship; environmental protections and the pursuit of sustainable development; policies to uphold the rights of the child; support civil society; an “effective” church community that contributes to the protection of human rights",No,2025-12-16
149,Timor-Leste,860,Comissão Verdade e Amizade (The Commission of Truth and Friendship),The Commission of Truth and Friendship,La Commission de la vérité et de l'amitié,hybrid,don't know,,,,2005,,<https://truthcommissions.humanities.mcmaster.ca/truth-commission-reports/>.,completed,2005,1,0,1,1,330,720,0,1,reconciliation; dialogue; responsibility; historical truth; coexistence; non-recurrence,,,0,,Yes,“the events prior to and immediately after the popular consultation in 1999”,0,1,1,1,1,1,0,0,0,,partially independent,Yes,10,"The Terms of Reference of the CTF states that the commissioners will be “chosen among persons of high standing and competence drawn mainly from legal and human rights fields, academia, religious and community leaders. The President of Timor-Leste and the President of Indonesia jointly appointed the commissioners, as well as a Chair (operational director) each, and members of the Secretariat (staff).",No,Yes,61,state government,4000000,1,0,0,0,0,0,0,1,0,Yes,147,Yes,Yes,Yes,conducted outreach,Yes,Yes,former state agents,No,2008,Yes,"The CTF’s Final Report Memoriam Ad Spem, was published by the CTF itself and presented to the Heads of State and Government of Indonesia and Timor-Leste.",Yes,1,Yes,Yes,No,Yes,0,,1,collective,1,1,democratic accountability / civilian control; training / capacity; discipline / changed codes of conduct,0,,0,,1,general recommendation,1,establish independent human rights bodies; changes to legal identity,0,,0,,A process for the “safe crossing” for Indonesian citizens of Timor-Leste descent and vice versa; accelerate the resolution of economic and asset issues between the 2 nations; cooperation across the border in health policy and provisions Introduce history of conflict in curriculum and educational exchange across border.,No,2025-12-16
191,Timor-Leste,860,United Nations Independent Special Commission of Inquiry for Timor-Leste (UNISCOITL),United Nations Independent Special Commission of Inquiry for Timor-Leste,Commission spéciale d'enquête indépendante des Nations unies pour le Timor-Oriental,international,international law,,,UN Security Council,2006,2006-06-20,"<http://unscr.com/en/resolutions/1690>, terms of reference included on page 11 of <https://www.ohchr.org/sites/default/files/Documents/Countries/COITimorLeste.pdf>",completed,2006,1,0,1,1,330,720,0,1,responsibility; historical truth; accountability; recognition of victims; institutional reform; truth for victims,,,0,,Yes,April and May 2006,0,0,1,0,0,1,0,0,1,151107,fully independent,Yes,3,"They were “appointed by the Secretary-General upon the recommendation of the High Commissioner for Human Rights based on their expertise, integrity, and independence. They were selected for their expertise in: investigating serious human rights violations, investigative crimes, [and] security sector reform.”",No,Yes,2,foreign donor,1328700,1,0,0,1,1,0,0,1,0,Yes,200,No,No,Yes,offered witness protection,Yes,No,former state agents; current opposition; current state agents,No,2006,Yes,The UN OHCHR published the report.,Yes,1,Yes,Yes,No,Yes,1,"UIR officers Octavio de Jesus, Abrão da Silva, Duarte Ximenes Belo, Daniel Carvalho sa Benevides, Salvador Moniz, Americo Fatima, José da Silva Mesquita, Mateus Fernandes, José Gayu, Paulo Conceição, Jacinto da Costa, Francisco da Silva, Vitor da Silva, Julio Barros, Antônio de Jesus, Afonso Beremau, Francisco da Silva (different from the individual first so named), Florindo da Costa, Apolinario de Araújo, Januario Besi, Alfredo Alves Reinado, Rudianus Anoit Martins, Leopoldino Mendonça Exposto, Gilberto Suni Mota, Anterlrilau Ribero Guterres, Alferes Joabinho Noronha, Filomeno Branco de Araújo, Inacío Maria da Concerição Maia, José de Jesus Maria and Amaro da Costa, Moisés Ramos, Plácido Ribeiro Gonçalves, Deolindo Barros, António Savio, Filomeno Soares Menezes, Francisco de Augusto, Gilson José António da Silva, Joaninho Maria Guterres, Joaquim Barreto, José Gomes, Natalino Borges Pereira, André da Costa Pinto Martinho Almeida, Albilio da Costa de Jesus, Francisco Ximenes Alves, Filsberto Garcia, Dario da Silva Leong, Nelson Galucho, Nixon Galucho, Mariano Martins Soares, Martinho Borges, Abilio da Silva Cruz, Aponso Pinto, Manuel Maria dos Santos, Mateus Soares, Amadeo Silva dos Santos, Antonio da Silva, Americo da Silva, Crispin Lobato, Leandro dos Santos, Julio Tilman, Alcino Lay, Francisco Rego, Abilio Mesquita, Artur Avelar Borges, Almerindo da Costa, Pedro da Costa, Valente Araújo, Nelson Francisco Cirilo da Silva, Francisco Amaral, Armindo da Silva, Paulino da Costa, José da Silva, Raimondo Madeira, Patricio da Silva, Carlito Sousa Gutteres, Sebai Gutteres, Jeronimo Antonio Freitas, Luis Freitas, Nando Geger, Luis R. da Silva, Maumeta Colo, Tinu Labe, Cecar Tiu Mutin, Alex Titu, Cacu Mau, Luciano, Amata, Jose, Vicente, Ernesto, Manuel, Ciquito or Akito, Fernando, Chebay, Edocai, Maumeta, Arui and Tito, Oan Kiak, Black, Marito da Costa, Alberto Ossu, Antonio Ferlimo, Anfonso Kudulai, Aze Koeo, Carlito Rambo Bonifacio, Agapito, Ozebi, Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, Mateus dos Santos Pereira, Leandro Lobato, Antonio Lurdes, Marcos da Silva Piedade, Francisco and Santa Cruz",1,collective; individual,1,1,discipline / changed codes of conduct; detainee treatment / prison conditions,0,,0,,1,general recommendation; more legal aid; respect due process; more legal training; change judge codes of conduct; change rules for judicial appointment,1,general recommendation; other,0,,0,,,No,2025-12-16
192,Togo,461,"Comisión Verité, Justice et Réconciliation (the Truth, Justice and Reconciliation Commission)","the Truth, Justice and Reconciliation Commission","la Commission vérité, justice et réconciliation",domestic,domestic law,executive,Prime Minister Gilbert Houngbo,,2009,2009-02-25,excerpts available beginning pg. 62 in the final report here [https://hcrrun-t](https://hcrrun-tg.org/wp-content/uploads/2017/09/Rapport-Final-CVJR-TOGO-.pdf) [g.org/wp-content/uploads/2017/09/Rapport-Final-CVJR-TOGO-.pdf](https://hcrrun-tg.org/wp-content/uploads/2017/09/Rapport-Final-CVJR-TOGO-.pdf),completed,2009,0,0,0,0,,,0,0,prevention of human rights violations; reconciliation; memorialization; responsibility; historical truth; accountability; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,yes,1,ethnic minorities; indigenous groups; women / feminist groups,Yes,1958-2005,0,1,1,1,1,1,0,0,1,18939,fully independent,Yes,11,"The commissioners were chosen through a national consultative process that consisted of the government invited stakeholder representatives—civil society, students, professors, religious leads, traditional chiefs, etc.—to recommend and rank commissioner candidates. The Council of Ministers then compiled these lists and appointed commissioners from them.",Yes,Yes,113,foreign donor,5000000,1,0,0,0,1,0,0,1,0,Yes,22415,No,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; current opposition; former opposition; current state agents,No,2012,Yes,It was published by the CVJR itself and submitted to the Prime Minister.,Yes,1,Yes,Yes,No,Yes,0,,1,collective; individual,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,comply with human rights law; other,1,general recommendation; more legal aid,1,establish independent human rights bodies; protect rights defenders / freedom of expression; address minority rights violations,1,limited anti-corruption efforts,0,,"as a form of symbolic reparation; the establishment of a national day of memorialization and reconciliation; ceremonies purifying the victims. stop celebrating January 13 as a national holiday; the state security forces communicate to the relatives of the killed or disappeared their places of burial; a national funeral for former president Olympio. tolerance and respect of political plurality in civic education; human rights and democratic principles education public apology from responsible parties; personal apologies to the victims, including the family of President Olympio; declassification of French archives for investigation; a new political party charter and code of ethics; development projects to close the inequality gap; secure and clarify the wildlife reserve policy; decentralize the management of wildlife areas",No,2025-12-16
193,Tunisia,616,Instance Verité et Dignité (Truth and Dignity Commission),Truth and Dignity Commission,Commission vérité et dignité,domestic,domestic law,legislative act,"The IVD was created on December 24, 2013 by the Tunisian National Constituent Assembly (NCA), the body elected to draft a new constitution for Tunisia after the fall of President Zine al Abidine Ben Ali. The NCA was formed after the October 23, 2011 elections, held its first meeting on November 22, 2011, disbanded after the adoption of Tunisia’s new constitution on January 27, 2014, and was replaced by the Assembly of the Representatives of the People on October 26, 2014. Samir Dilou, a human rights activist who became Tunisia’s Minister of Human Rights and Transitional Justice, was the primary individual responsible for the passage of the Organic Law Establishing and Organizing TJ.",,2013,2013-12-24,"<https://ihl-databases.icrc.org/applic/ihl/ihl-nat.nsf/implementingLaws.xsp?documentId=E65641E6572650FAC1257D2D0056813E&action=OpenDocument#:~:text=On%2015%20December%202013%2C%20Tunisian,national%20reconciliation%20and%20non%2Drecurrence>. https://www.ohchr.org/sites/default/files/Documents/Countries/TN/TransitionalJusticeTunisia.pdf",completed,2014,1,1,1,0,,,0,0,addressing corruption; prevention of human rights violations; reconciliation; responsibility; historical truth; accountability; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,yes,0,,Yes,"July 1, 1955-December 24, 2013",0,1,1,1,1,1,1,1,1,57593,fully independent,Yes,9,"2 commissioners were mandated to be victims’ groups representatives. Of the remaining 13, there were qualifications that they be 30, do not hold a position of responsibility in a political party, have ever held any political office, with no criminal record and no honor-related dismissals from office. A special committee in the National Constituent Assembly oversaw nominee vetting. It was composed of 1 representative per 30 members of a parliamentarian block and must reach a 3/5 majority consensus in appointing a commissioner. Their list of commissioners was then forwarded to the Prime Minister for official appointment.",Yes,Yes,652,state government,18682472,1,1,1,1,1,1,1,1,0,Yes,49762,Yes,Yes,Yes,conducted outreach; offered witness protection,No,Unknown,former state agents; current state agents,,2019,Yes,The IVD published its own report in Arabic; it was translated with help from Lawyers Without Borders.,Yes,1,Yes,Yes,Yes,Yes,1,"Article 8 of Organic Law 53 created Special Criminal Courts within courts of first instance to adjudicate cases related to gross human rights violations including deliberate killing, rape, torture, enforced disappearance, and execution without fair trial. These courts would also adjudicate cases referred by the IVD regarding “election fraud, financial corruption, misuse of public funds, and pushing individuals to forced migration for political reasons.” (Organic Law 53, Article 8) Article 42 of Organic Law 53 states, “The Commission shall refer to the Public Prosecution the cases in which commitment of gross human rights violations is proven and shall be notified of all the measures which are subsequently taken by the judiciary.” According to the final report (pp 85-96), IVD referred 69 bills of indictment to the Special Criminal Courts, including 1120 cases in which 1426 people were charged with violations of human rights. Each of these bills is described in the final report. For each indictment referral, the report includes the name of the victim(s) or incident, nature of the violation(s), specialized chamber to which the indictment was referred, date of the referral, and the number of alleged violators. The bills of indictment are for violations of the right to life, violations of bodily integrity (torture and rape), violations of personal freedom, and the embezzlement of public funds.",1,collective; individual,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,1,general recommendation,1,change to criminal code; comply with human rights law; pass constitutional amendments; other,1,general recommendation; establish special courts; more legal aid; more legal training; change judge codes of conduct,1,establish independent human rights bodies; ratify human rights treaties; protect rights defenders / freedom of expression; address minority rights violations,1,comprehensive anti-corruption efforts,1,address gender discrimination; address sexual violence,"the establishment of a memory preservation institution; incorporation of the victims names into already existing museums; artistic representations and collections about the accurate history. converting previously victimizing locations (political police stations, etc.) into memorials as a form of symbolic reparation standardization of criteria for memory initiatives; eliminate landmarks bearing the names of proved perpetrators; pay attention to gender equality and sensitivity in commemoration; Human Rights Commission should oversee the implementation of the IVD’s recommendations; cultural reforms, including support for creative works about the Ben Ali regime and conflict, civil society, protecting artistic freedom, and pursuing transitional justice in the arts; youth reform; environmental protections, including a carbon tax; Protection of minority rights and against racial discrimination and protection of cultural rights (611) Protection of right to employment Protection of right to education Protection of right to health Freedom of association and establishment of political parties (609)",Yes,2025-12-16
194,Uganda,500,"Commission of Inquiry into the Disappearances of People in Uganda since 25 January, 1971","Commission of Inquiry into the Disappearances of People in Uganda since 25 January, 1971",Commission d'enquête sur les disparitions de personnes en Ouganda depuis le 25 janvier 1971,domestic,domestic law,executive,President General Al-Haji Idi Amin Dada,,1974,1974-06-30,<https://www.usip.org/sites/default/files/resources/collections/truth_commissions/Uganda74-Report/Uganda74-Charter.pdf>,completed,1974,0,0,1,1,314,675,0,1,responsibility; historical truth; reparation; recognition of victims; truth for victims,no,no,0,,Yes,“since 25 January 1971”,0,1,1,0,0,0,0,0,0,308,not independent,Yes,4,"Named in Commission of Inquiry Act 1914, i.e. appointed by President Idi Amin.",No,Yes,2,state government,,1,0,0,0,1,0,0,1,0,Yes,545,No,Yes,Yes,conducted outreach; offered witness protection,Yes,Yes,former state agents; current state agents,No,1975,Yes,The COI itself published the report and handed one confidential copy to President Idi Amin.,No,1,,,,Yes,0,,1,collective,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,change to criminal code; other,0,,0,,0,,0,,,No,2025-12-16
195,Uganda,500,The Commission of Inquiry into Violations of Human Rights,The Commission of Inquiry into Violations of Human Rights,La Commission d'enquête sur les violations des droits de la personne,domestic,domestic law,executive,President Yoweri Museveni via Justice Minister Joseph Nyamihana Mulenga,,1986,1986-05-16,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/Uganda86-Charter.pdf>,completed,1986,1,1,1,1,314,675; 676; 678; 679; 680; 681; 682,1,0,prevention of human rights violations; historical truth; non-recurrence; truth for victims,no,no,0,,Yes,"October 9, 1962 to January 25, 1986",0,1,1,1,1,1,0,1,1,,not independent,Yes,6,"Named in the COI Act No. 5, i.e. appointed by President Museveni.",No,Yes,2,state government; foreign donor,93000,1,0,0,0,0,0,0,1,0,Yes,608,No,Yes,Yes,conducted outreach; offered witness protection,Yes,Yes,former state agents; current state agents,No,1994,Yes,The COI itself published the 18-volume report and handed one confidential copy to President Museveni.,No,0,,,,Yes,0,,0,,1,1,detainee treatment / prison conditions,0,,0,,0,,1,establish independent human rights bodies,0,,0,,,No,2025-12-16
196,United Kingdom,200,The Bloody Sunday Inquiry,The Bloody Sunday Inquiry,L'enquête sur le Bloody Sunday,hybrid,domestic law,legislative act,Parliament under Tony Blair,,1998,1998-02-02,<https://www.legislation.gov.uk/ukpga/Geo5/11-12/7/introduction/enacted>,completed,1998,0,0,1,1,315,692,0,1,responsibility; historical truth; accountability; truth for victims,no,yes,0,,Yes,The period immediately preceding and the events of 30th January 1972,0,0,1,0,0,0,0,0,0,102,fully independent,Yes,3,Appointed by Parliament.,No,Yes,21,state government,400000000,1,1,1,0,1,0,0,0,0,Yes,2484,Yes,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents,No,2010,Yes,The Controller of Her Majesty’s Stationary Office printed the final report as an 11-volume book series.,Yes,1,Yes,No,No,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
